timestamp,right_hand_Accel_X,right_hand_Accel_Y,right_hand_Accel_Z,right_hand_Gyro_X,right_hand_Gyro_Y,right_hand_Gyro_Z,left_hand_Accel_X,left_hand_Accel_Y,left_hand_Accel_Z,left_hand_Gyro_X,left_hand_Gyro_Y,left_hand_Gyro_Z,MPU_Accel_X,MPU_Accel_Y,MPU_Accel_Z,MPU_Gyro_X,MPU_Gyro_Y,MPU_Gyro_Z
7798.885,-0.2584,9.4277,-3.1346,0.42,-1.26,1.05,0.1914,7.882,-5.7284,1.12,-1.75,-1.12,-0.0646,-0.1077,8.4539,-1.3053,-0.7023,-0.7557
7859.294,-0.268,9.4086,-3.1298,0.56,-1.26,1.05,0.1866,7.8772,-5.7188,1.05,-1.82,-1.12,-0.0479,-0.1341,8.4898,-1.3053,-0.4656,-0.5649
7949.825,-0.2536,9.4229,-3.1585,0.84,-1.33,1.19,0.1914,7.8676,-5.7332,0.98,-1.61,-1.12,-0.0527,-0.1293,8.5545,-1.3969,-0.771,-0.6107
8040.633,-0.2584,9.4421,-3.125,0.63,-1.19,1.12,0.1914,7.8772,-5.7284,1.05,-1.68,-1.12,-0.0311,-0.1508,8.4946,-1.4962,-0.6336,-0.5878
8101.502,-0.2297,9.4421,-3.1442,0.21,-1.12,0.98,0.1866,7.8628,-5.738,0.98,-1.82,-1.19,-0.0311,-0.1077,8.4467,-1.5573,-0.6031,-0.687
8190.397,-0.2584,9.4421,-3.1394,0.07,-1.19,1.12,0.1866,7.8772,-5.7332,1.05,-1.75,-1.12,-0.0814,-0.0862,8.5425,-1.4809,-0.4809,-0.542
8280.685,-0.2632,9.4229,-3.1537,0.56,-1.26,0.98,0.1771,7.8628,-5.7332,1.05,-1.68,-1.12,-0.0622,-0.1676,8.4659,-1.4962,-0.5038,-0.5496
8340.628,-0.268,9.4181,-3.149,0.63,-1.4,0.98,0.1962,7.8676,-5.7141,1.12,-1.61,-1.05,-0.1077,-0.1101,8.5018,-1.5267,-0.5878,-0.5954
8429.376,-0.2489,9.4373,-3.1298,0.84,-1.19,1.05,0.1819,7.8772,-5.7236,1.05,-1.68,-1.19,-0.0982,-0.0838,8.5425,-1.5038,-0.687,-0.7328
8518.011,-0.2441,9.4373,-3.1107,0.49,-1.33,0.98,0.1866,7.8532,-5.7236,0.98,-1.75,-1.05,-0.0814,-0.0766,8.4324,-1.4275,-0.5573,-0.6947
8579.744,-0.2441,9.4325,-3.149,0.28,-1.26,1.12,0.1771,7.8772,-5.7284,0.91,-1.75,-1.19,0.0,-0.1437,8.4898,-1.3282,-0.5878,-0.5267
8668.317,-0.2584,9.4181,-3.1681,0.56,-1.26,0.98,0.1866,7.8772,-5.738,1.12,-1.82,-1.26,-0.0886,-0.1053,8.4779,-1.5267,-0.5496,-0.5191
8729.893,-0.2536,9.4516,-3.149,0.42,-1.26,1.05,0.1771,7.8915,-5.738,1.05,-1.68,-1.19,0.0048,-0.1437,8.4803,-1.3435,-0.6489,-0.6794
8818.217,-0.2728,9.4086,-3.149,0.7,-1.33,1.05,0.1866,7.858,-5.7093,1.12,-1.68,-1.12,-0.0527,-0.1269,8.521,-1.4656,-0.6107,-0.6947
8910.213,-0.2489,9.4134,-3.1298,0.49,-1.33,0.91,0.1675,7.882,-5.7284,0.98,-1.68,-1.05,-0.0982,-0.1508,8.4707,-1.3893,-0.4046,-0.6718
8968.962,-0.2249,9.4229,-3.1394,0.21,-1.19,0.91,0.1723,7.8724,-5.7332,1.12,-1.75,-1.19,-0.0527,-0.1317,8.5042,-1.3435,-0.687,-0.4809
9058.872,-0.2776,9.4325,-3.1585,-0.07,-1.26,1.12,0.1819,7.882,-5.7188,1.05,-1.68,-1.12,-0.103,-0.0694,8.497,-1.5038,-0.5344,-0.5878
9148.621,-0.2536,9.4181,-3.1394,0.28,-1.19,1.05,0.1723,7.8724,-5.7188,1.05,-1.75,-1.12,-0.1125,-0.1413,8.5425,-1.4504,-0.5115,-0.5496
9209.661,-0.2584,9.4277,-3.1298,0.98,-1.19,1.05,0.1914,7.8724,-5.7284,0.98,-1.68,-1.12,-0.0551,-0.1269,8.5234,-1.3511,-0.7252,-0.7328
9298.924,-0.2536,9.4181,-3.1155,0.84,-1.26,1.19,0.1962,7.8772,-5.7141,1.05,-1.68,-1.12,-0.1508,-0.103,8.4994,-1.542,-0.5267,-0.5954
9388.955,-0.2489,9.4277,-3.1155,0.35,-1.05,1.05,0.1914,7.8724,-5.7284,1.05,-1.61,-1.12,-0.0599,-0.1269,8.4635,-1.2595,-0.6565,-0.6489
9448.269,-0.2632,9.4469,-3.1585,1.4,-1.26,1.05,0.1771,7.8724,-5.7236,1.05,-1.68,-1.05,-0.1125,-0.1963,8.4372,-1.2748,-0.5038,-0.374
9538.164,-0.2632,9.4325,-3.1537,-0.14,-1.26,1.05,0.2393,7.8628,-5.738,1.12,-1.61,-1.19,-0.0239,-0.0359,8.5042,-1.3282,-0.542,-0.6641
9598.777,-0.268,9.4181,-3.1346,0.42,-1.12,1.12,0.2106,7.8724,-5.7284,1.05,-1.75,-1.12,-0.0503,-0.1269,8.5617,-1.5115,-0.5038,-0.5573
9688.283,-0.2489,9.4086,-3.0963,0.35,-1.26,1.12,0.1627,7.8724,-5.7476,1.05,-1.68,-1.19,-0.0742,-0.103,8.5952,-1.3664,-0.5344,-0.5725
9778.63,-0.2489,9.4134,-3.1155,-0.42,-1.19,1.19,0.1675,7.8724,-5.7188,0.91,-1.75,-1.12,-0.0239,-0.079,8.521,-1.3435,-0.916,-0.6565
9838.17,-0.2489,9.4277,-3.125,0.49,-1.4,1.05,0.1914,7.8676,-5.7188,0.98,-1.75,-1.19,-0.0982,-0.1484,8.5305,-1.3435,-0.5038,-0.6031
9928.634,-0.2632,9.4229,-3.125,0.28,-1.26,1.05,0.1962,7.8772,-5.738,1.12,-1.61,-1.19,-0.0072,-0.1317,8.5928,-1.3664,-0.4351,-0.6031
10018.072,-0.2728,9.4181,-3.125,0.7,-1.33,0.91,0.2106,7.8724,-5.7045,0.98,-1.68,-1.19,-0.0503,-0.0862,8.5018,-1.4809,-0.5649,-0.4885
10083.311,-0.2441,9.4325,-3.1107,2.03,-1.54,0.84,0.1914,7.8772,-5.7141,1.26,-1.54,-1.05,-0.0192,-0.0958,8.4396,-1.5115,-0.5573,-0.4046
10168.38,-0.2393,9.4564,-3.0915,1.19,-1.26,1.12,0.1962,7.8772,-5.7571,0.91,-1.75,-1.05,-0.0742,-0.1389,8.5425,-1.2901,-0.5115,-0.5267
10230.76,-0.2345,9.4325,-3.1059,0.56,-1.19,0.98,0.2058,7.8724,-5.7141,0.98,-1.68,-1.12,-0.0479,-0.0982,8.4922,-1.3282,-0.5344,-0.4809
10319.902,-0.2489,9.4421,-3.1298,0.35,-1.12,1.19,0.1962,7.858,-5.7332,1.05,-1.61,-1.12,-0.0934,-0.1245,8.4635,-1.2748,-0.4351,-0.3664
10409.76,-0.2776,9.4325,-3.1394,0.49,-1.4,1.19,0.1723,7.8772,-5.7141,1.12,-1.75,-1.12,-0.0168,-0.1053,8.5138,-1.3206,-0.687,-0.626
10469.751,-0.2536,9.4421,-3.125,0.28,-1.26,1.12,0.1819,7.8676,-5.7188,0.98,-1.61,-1.05,-0.0431,-0.1053,8.4851,-1.5267,-0.5649,-0.5802
10558.366,-0.2728,9.4373,-3.1298,0.56,-1.12,1.12,0.1771,7.882,-5.7188,0.98,-1.61,-1.19,-0.079,-0.0718,8.5641,-1.3588,-0.5878,-0.5725
10648.318,-0.2632,9.4229,-3.0963,0.42,-1.12,0.98,0.1819,7.8867,-5.7476,1.05,-1.68,-1.12,0.0144,-0.0982,8.5497,-1.3969,-0.5267,-0.6107
10709.722,-0.2824,9.4325,-3.1059,0.42,-1.33,1.05,0.1819,7.8724,-5.7093,1.05,-1.68,-1.12,-0.1197,-0.1508,8.4467,-1.2824,-0.4275,-0.4351
10798.274,-0.2441,9.4134,-3.1394,0.35,-1.33,1.12,0.1962,7.8772,-5.7428,0.98,-1.68,-1.12,-0.0455,-0.1891,8.521,-1.3817,-0.5191,-0.5115
10919.149,-0.2584,9.4038,-3.1107,0.14,-1.26,1.05,0.1866,7.8676,-5.7428,1.12,-1.68,-1.12,-0.0503,-0.091,8.6239,-1.3817,-0.7176,-0.4885
10948.162,-0.2776,9.4516,-3.0915,0.91,-1.26,1.05,0.1819,7.8676,-5.738,1.12,-1.68,-1.26,-0.0551,-0.1389,8.4994,-1.313,-0.5725,-0.5649
11038.139,-0.2584,9.466,-3.0963,1.12,-1.19,1.05,0.1866,7.8915,-5.738,1.05,-1.61,-1.12,-0.0168,-0.1125,8.4443,-1.2977,-0.4885,-0.8092
11099.839,-0.2297,9.4373,-3.1107,0.28,-1.19,0.91,0.1866,7.8772,-5.7428,1.19,-1.68,-1.12,-0.0742,-0.1413,8.5114,-1.3969,-0.626,-0.6031
11188.426,-0.268,9.4134,-3.1202,0.0,-1.12,1.12,0.201,7.8772,-5.7428,0.98,-1.68,-1.19,-0.0072,-0.1293,8.5138,-1.4733,-0.6183,-0.7634
11278.307,-0.2728,9.4325,-3.125,1.19,-1.12,1.05,0.1723,7.8867,-5.7428,0.98,-1.68,-1.19,-0.0551,-0.1508,8.3941,-1.3511,-0.4733,-0.5878
11340.827,-0.2776,9.4516,-3.1394,0.56,-1.19,1.05,0.1771,7.882,-5.7284,0.98,-1.68,-1.12,-0.0622,-0.146,8.5641,-1.4046,-0.5496,-0.6031
11430.196,-0.2441,9.4181,-3.1107,0.42,-1.26,1.12,0.2106,7.8628,-5.7284,1.12,-1.68,-1.19,-0.0718,-0.1077,8.5497,-1.3053,-0.4733,-0.4198
11519.733,-0.2441,9.4516,-3.0867,0.63,-1.33,0.98,0.1914,7.8772,-5.7188,0.98,-1.68,-1.19,-0.0814,-0.1149,8.5425,-1.374,-0.5725,-0.8321
11579.733,-0.2297,9.4134,-3.125,0.21,-1.26,1.12,0.201,7.882,-5.7332,1.12,-1.68,-1.19,-0.0215,-0.146,8.509,-1.3893,-0.5649,-0.6565
11669.756,-0.2632,9.4229,-3.1442,0.28,-1.19,1.12,0.1962,7.8772,-5.7284,1.05,-1.68,-1.19,-0.0742,-0.103,8.6143,-1.3893,-0.4351,-0.4504
11758.727,-0.2728,9.4277,-3.1394,0.7,-1.26,1.05,0.2249,7.8628,-5.7284,1.05,-1.68,-1.19,-0.0527,-0.1437,8.5832,-1.4351,-0.5725,-0.5344
11818.751,-0.2489,9.4086,-3.1155,0.56,-1.33,1.12,0.1627,7.8724,-5.7476,1.05,-1.75,-1.19,-0.0838,-0.0814,8.5329,-1.2824,-0.6183,-0.4809
11909.097,-0.2249,9.4421,-3.1059,0.91,-1.26,0.91,0.1819,7.8676,-5.738,1.12,-1.68,-1.12,-0.0239,-0.1748,8.521,-1.4046,-0.4198,-0.4122
11968.967,-0.2632,9.4325,-3.1155,-0.21,-1.4,1.05,0.1866,7.8532,-5.7476,1.05,-1.68,-1.19,-0.0766,-0.1484,8.5186,-1.2748,-0.4809,-0.7252
12059.113,-0.2489,9.4469,-3.125,0.42,-1.26,1.12,0.1914,7.8724,-5.7428,0.98,-1.68,-1.19,-0.1508,-0.1006,8.5449,-1.3435,-0.4656,-0.4885
12149.505,-0.2441,9.4229,-3.1298,0.21,-1.12,1.12,0.1962,7.8724,-5.7476,1.05,-1.61,-1.12,-0.0551,-0.1317,8.5162,-1.2977,-0.5878,-0.6107
12210.183,-0.2632,9.4277,-3.1537,0.7,-1.33,1.12,0.1914,7.8628,-5.7523,1.05,-1.68,-1.12,-0.0287,-0.1245,8.5425,-1.4198,-0.5649,-0.5267
12299.851,-0.268,9.4373,-3.1442,0.91,-1.19,0.98,0.1866,7.8724,-5.7284,0.98,-1.61,-1.05,-0.0215,-0.1173,8.4994,-1.5267,-0.7328,-0.4656
12388.486,-0.2776,9.4469,-3.1298,0.56,-1.33,1.19,0.1819,7.8676,-5.738,1.12,-1.68,-1.05,-0.0072,-0.0239,8.5497,-1.9008,-0.1145,4.374
12448.11,-0.2632,9.4229,-3.1298,0.91,-1.4,1.12,0.1866,7.8724,-5.738,0.98,-1.75,-1.12,0.0024,-0.1724,8.4874,-1.4198,-0.5496,-0.6641
12538.353,-0.2393,9.4421,-3.1681,-0.07,-0.98,1.05,0.1866,7.8772,-5.7523,1.05,-1.75,-1.19,-0.0814,-0.1437,8.5138,-1.4885,-0.5649,-0.5725
12598.947,-0.2776,9.4469,-3.149,0.63,-1.19,1.12,0.1771,7.8867,-5.6997,1.12,-1.61,-1.12,-0.0263,-0.103,8.4108,-1.1527,-0.5191,-0.5115
12688.362,-0.2584,9.4134,-3.1394,0.42,-1.19,0.98,0.201,7.8724,-5.7188,1.19,-1.68,-1.19,-0.0982,-0.146,8.5521,-1.2061,-0.6412,-0.6641
12778.087,-0.2776,9.4947,-3.1107,1.05,-1.19,0.91,0.1914,7.8867,-5.7428,1.12,-1.68,-1.12,0.0383,-0.1844,8.3294,-1.3664,-0.6183,-0.542
12838.935,-0.2441,9.4469,-3.1442,0.77,-1.33,0.91,0.1627,7.882,-5.7188,0.98,-1.68,-1.19,-0.1006,-0.1365,8.3749,-1.4962,-1.0382,-0.4962
12928.943,-0.2632,9.466,-3.1537,0.0,-1.05,1.33,0.1866,7.8867,-5.738,0.91,-1.75,-1.12,0.0503,-0.1437,8.5162,-1.3511,-0.5649,-0.6412
13018.189,-0.2393,9.4469,-3.1442,-0.63,-1.26,1.05,0.1962,7.8628,-5.7093,1.05,-1.68,-1.12,-0.0048,-0.1173,8.5665,-1.5573,-0.6794,-0.458
13079.886,-0.2776,9.4181,-3.125,0.7,-1.33,1.12,0.201,7.882,-5.7332,1.05,-1.68,-1.19,-0.0599,-0.1365,8.4755,-1.4351,-0.8321,-0.5267
13169.735,-0.2393,9.4181,-3.1442,0.14,-1.26,0.98,0.1723,7.8772,-5.7284,0.98,-1.75,-1.19,-0.0838,-0.0982,8.5234,-1.2977,-0.4046,-0.5878
13258.483,-0.2489,9.4277,-3.149,1.05,-1.26,1.47,0.1914,7.8676,-5.738,1.05,-1.61,-1.12,-0.1101,-0.0862,8.4611,-1.4504,-0.6718,-0.6183
13318.431,-0.2584,9.4229,-3.1777,-0.28,-1.05,1.33,0.1866,7.882,-5.7284,0.98,-1.61,-1.12,-0.1389,-0.1389,8.5329,-1.458,-0.4962,-0.4275
13408.085,-0.2584,9.4134,-3.2016,0.63,-0.98,1.33,0.201,7.8724,-5.7284,1.12,-1.68,-1.12,-0.0599,-0.1365,8.4827,-1.2824,-0.687,-0.5725
13468.911,-0.2728,9.4229,-3.1537,-0.07,-1.19,1.12,0.1962,7.8628,-5.6997,1.05,-1.61,-1.12,-0.0263,-0.1269,8.5401,-1.4656,-0.4885,-0.3282
13558.676,-0.2584,9.4229,-3.1442,0.7,-1.26,1.19,0.1819,7.858,-5.7093,1.05,-1.75,-1.19,-0.0646,-0.1317,8.5234,-1.2977,-0.5267,-0.4733
13650.391,-0.2393,9.4516,-3.125,0.84,-1.26,1.05,0.1819,7.8772,-5.738,1.12,-1.75,-1.12,-0.1077,-0.0958,8.4108,-1.3435,-0.7557,-0.4275
13711.765,-0.2441,9.4229,-3.1442,0.0,-1.05,1.19,0.1914,7.8724,-5.7476,1.05,-1.75,-1.12,-0.0455,-0.1125,8.4803,-1.3588,-0.687,-0.7786
13798.614,-0.268,9.4277,-3.1681,0.35,-1.26,1.12,0.1819,7.8724,-5.738,0.98,-1.68,-1.12,0.0263,-0.1245,8.4755,-1.5496,-0.6718,-0.5496
13889.128,-0.268,9.4086,-3.1537,0.42,-1.4,0.98,0.1819,7.8963,-5.7476,0.98,-1.75,-1.12,-0.0742,-0.1197,8.6287,-1.5802,-0.542,-0.4656
13949.254,-0.2584,9.4086,-3.1442,1.33,-1.26,0.98,0.1866,7.8676,-5.7332,1.05,-1.68,-1.05,-0.012,-0.1437,8.5688,-1.3588,-0.3435,-0.8168
14038.823,-0.2776,9.4181,-3.1346,0.84,-1.26,1.26,0.2058,7.8724,-5.7045,1.12,-1.75,-1.12,0.0383,-0.0862,8.442,-1.374,-0.5725,-0.4809
14129.848,-0.2536,9.4277,-3.1202,0.21,-1.26,0.91,0.201,7.8628,-5.7045,1.05,-1.61,-1.19,0.0215,-0.1293,8.5688,-1.2977,-0.5878,-0.3817
14189.205,-0.2393,9.4134,-3.1585,0.28,-1.26,1.12,0.1914,7.858,-5.7188,1.05,-1.68,-1.12,-0.0958,-0.1245,8.4851,-1.3435,-0.4809,-0.3893
14278.683,-0.2584,9.4373,-3.1537,0.42,-1.26,1.05,0.1962,7.882,-5.7332,1.12,-1.68,-1.19,-0.0742,-0.1628,8.4922,-1.2214,-0.7252,-0.3817
14348.388,-0.2536,9.4421,-3.1537,1.12,-1.26,1.12,0.1723,7.882,-5.7332,1.12,-1.68,-1.12,-0.0575,-0.1556,8.5234,-1.3282,-0.5573,-0.4885
14435.79,-0.2536,9.4325,-3.1346,0.91,-1.33,1.26,0.1723,7.8772,-5.7236,1.05,-1.61,-1.05,-0.0311,-0.1317,8.4659,-1.6031,-0.7557,-0.6794
14550.949,-0.2728,9.4229,-3.1059,0.21,-1.26,1.12,0.1723,7.8772,-5.7188,0.98,-1.68,-1.19,-0.1389,-0.1149,8.5449,-1.4504,-0.4198,-0.3282
14578.997,-0.2441,9.4181,-3.1155,-0.56,-1.19,1.19,0.1914,7.8676,-5.7523,1.12,-1.82,-1.19,-0.0263,-0.146,8.4635,-1.3893,-0.5115,-0.5115
14668.36,-0.2584,9.4277,-3.1537,-0.14,-1.19,1.12,0.1962,7.8772,-5.7284,0.98,-1.68,-1.05,-0.0551,-0.1532,8.5473,-1.3053,-0.6947,-0.6641
14758.327,-0.2536,9.4277,-3.1633,0.7,-1.26,1.05,0.1771,7.8676,-5.7332,1.05,-1.75,-1.12,0.012,-0.1053,8.5234,-1.4656,-0.5649,-0.5267
14849.143,-0.268,9.4421,-3.1298,0.42,-1.19,1.05,0.1866,7.8532,-5.738,1.05,-1.75,-1.12,-0.0431,-0.1532,8.4276,-1.2824,-0.5802,-0.6183
14912.879,-0.2441,9.4516,-3.1107,0.7,-1.19,1.05,0.1819,7.8772,-5.7141,1.05,-1.68,-1.12,-0.0646,-0.1484,8.4874,-1.458,-0.5878,-0.5573
14969.758,-0.2297,9.4277,-3.1202,0.49,-1.26,1.05,0.1723,7.8676,-5.738,1.05,-1.68,-1.19,-0.0168,-0.1628,8.4779,-1.4198,-0.5878,-0.6183
15058.636,-0.2632,9.4277,-3.1394,0.35,-1.19,1.12,0.1771,7.8628,-5.7284,1.05,-1.61,-1.19,-0.0886,-0.0862,8.5377,-1.6183,-0.6947,-0.4885
15149.315,-0.2728,9.4421,-3.1537,0.21,-1.19,1.19,0.1675,7.8724,-5.7236,1.05,-1.75,-1.12,-0.0239,-0.0934,8.5114,-1.374,-0.4046,-0.4351
15211.104,-0.2297,9.4421,-3.1442,0.63,-1.12,1.05,0.1914,7.8724,-5.7284,1.05,-1.61,-1.19,-0.0455,-0.1365,8.4898,-1.5191,-0.5725,-0.4504
15301.168,-0.2489,9.4325,-3.1442,0.91,-1.33,0.91,0.1675,7.8676,-5.7476,0.98,-1.75,-1.12,-0.0311,-0.0886,8.5305,-1.3969,-0.542,-0.3893
15390.73,-0.2393,9.4373,-3.1202,0.35,-1.12,1.05,0.1914,7.8724,-5.7236,1.12,-1.68,-1.12,0.0048,-0.1676,8.4946,-1.3359,-0.4427,-0.4046
15449.838,-0.2441,9.4134,-3.1777,-0.07,-1.33,0.98,0.1866,7.8628,-5.7619,1.05,-1.75,-1.05,-0.0192,-0.1006,8.4563,-1.458,-0.5802,-0.6336
